"Sample Name"	"Protocol REF"	"Parameter Value[number of acquisition]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[frequency]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[frequency]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[probe]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[spinning frequency]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"NMR Assay Name"	"Free Induction Decay Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Data File"	"Factor Value[strain]"	"Term Source REF"	"Term Accession Number"	"Factor Value[compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[time]"	"Unit"	"Term Source REF"	"Term Accession Number"
""	"P-BMAP-7"	"128"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"5 mm inverse geometry 1H/broadband probe"	""	""	""	"hertz"	"UO"	"106"	"ro.Group16.Subject-1.BTO:liver.E2"	"P-BMAP-8"	"ro.Group16.Subject-1.BTO:liver.E2-assay1"	"JGOAd2kOA1.TX_1_1"	"P-BMAP-10"	"Bucketing"	"BII-S-6-bucketed-allex.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	"P-BMAP-7"	"128"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"5 mm inverse geometry 1H/broadband probe"	""	""	""	"hertz"	"UO"	"106"	"ro.Group16.Subject-2.BTO:liver.E2"	"P-BMAP-8"	"ro.Group16.Subject-2.BTO:liver.E2-assay1"	"JGOAd2kOA2.TX_1_1"	"P-BMAP-10"	"Bucketing"	"BII-S-6-bucketed-allex.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	"P-BMAP-7"	"128"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"5 mm inverse geometry 1H/broadband probe"	""	""	""	"hertz"	"UO"	"106"	"ro.Group16.Subject-3.BTO:liver.E2"	"P-BMAP-8"	"ro.Group16.Subject-3.BTO:liver.E2-assay1"	"JGOAd2kOA3.TX_1_1"	"P-BMAP-10"	"Bucketing"	"BII-S-6-bucketed-allex.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay1"	"JGHw1dc1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"control"	""	""	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay2"	"JGHw1dc2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"control"	""	""	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay3"	"JGHw1dc3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"control"	""	""	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay4"	"JGHw1do1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay5"	"JGHw1do2.MAS_2_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay6"	"JGHw1do3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay7"	"JGHw2do1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay8"	"JGHw2do2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay9"	"JGHw2do3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay10"	"JGHw3do1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"3"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay11"	"JGHw3do2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"3"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay12"	"JGHw3do3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"3"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay13"	"JGham14c1.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"control"	""	""	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay14"	"JGham14c2.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"control"	""	""	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay15"	"JGham14c3.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"control"	""	""	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay16"	"JGham14o1.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay17"	"JGham14o2.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay18"	"JGham14o3.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay19"	"JGham14o4.txi_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"wistar"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"14"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay20"	"JGHk1dc1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"control"	""	""	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay21"	"JGHk1dc2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"control"	""	""	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay22"	"JGHk1dc3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"control"	""	""	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay23"	"JGHk1do1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay24"	"JGHk1do2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay25"	"JGHk1do3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"1"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay26"	"JGHk2do1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay27"	"JGHk2do2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay28"	"JGHk2do3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"2"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay29"	"JGHk3do1.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"3"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay30"	"JGHk3do2.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"3"	"day"	"UO"	"33"
""	""	"256"	"tesla"	"UO"	"228"	"6.0E8"	"hertz"	"UO"	"106"	"14.1"	"count"	"UO"	"189"	"high-resolution magic angle spining probe"	""	""	"5000"	"hertz"	"UO"	"106"	""	"P-BMAP-9"	"NMR-MAS-Assay31"	"JGHk3do3.MAS_1_1"	"P-BMAP-10"	"Bucketing-MAS"	"BII-S-6-bucketed-masall.txt"	"kyoto"	""	""	"orotic acid"	"CHEBI"	" CHEBI:16742 "	"3"	"day"	"UO"	"33"
